"","SITECODE","LCODE","SDATE","Q1","Q2","ALKY","SODIUM","SO4S","TOTALN","ALUMINIUM","CALCIUM","CHLORIDE","CONDY","DOC","IRON","MAGNESIUM","NH4N","NO3N","PH","PHAQCS","PHAQCU","PO4P","POTASSIUM","MINTMP","MAXTMP","DEPTH","SPAWNDATE","SURFAREA","PERCDEAD","NEWMASS","HATCHDATE","CONGDATE","PH1","PH2","PH3","LEAVEDATE","Q3","TOTALP","COLOUR","PH4","PH5","PH6","Q4","survey_yearday","survey_year","spawn_yearday","spawn_year","hatch_yearday","hatch_year","cong_yearday","cong_year","leave_yearday","leave_year","nh4n_numeric","no3n_numeric","surfarea_numeric","percdead_numeric"
"75","T05",1,"30-Mar-94",NA,NA,NA,"7.202","0.21",NA,NA,"13.199","9.863",NA,NA,NA,"5.359","0","0","6.43",NA,NA,"0","0.452","5.2","12.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"76","T03",1,"30-Mar-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","12","15.2",NA,NA,NA,NA,"30-Mar-94",NA,"6.5","6.7","6.4",NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA
"77","T04",1,"30-Mar-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"78","T04",2,"30-Mar-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"79","T04",3,"30-Mar-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"80","T04",4,"30-Mar-94","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.4",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"81","T08",1,"31-Mar-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","12","11",NA,"0.5",NA,"0","31-Mar-94",NA,"7.5","7.6","7.7",NA,NA,NA,NA,NA,NA,NA,NA,89,1994,NA,NA,89,1994,NA,NA,NA,NA,NA,NA,0.5,NA
"82","T02",1,"01-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1
"83","T02",1,"04-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1
"84","T06",1,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","20","11",NA,"2.4","0","0",NA,NA,"7.6","7.7","7.5",NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0
"85","T03",1,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.6",NA,NA,NA,NA,NA,NA,"6.4","6.4","6.5",NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","T05",1,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.08",NA,NA,NA,NA,"5.3","11.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","T04",4,"06-Apr-94","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","6","40.5",NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"88","T04",1,"06-Apr-94","176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"89","T04",2,"06-Apr-94","176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"90","T04",3,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"91","T01",1,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","17","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","T02",1,"06-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,1
"93","T08",1,"07-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","11","16",NA,"0",NA,"0",NA,NA,"7.8","7.7","7.8",NA,NA,NA,NA,NA,NA,NA,NA,96,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"94","T06",1,"12-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","8","10.5",NA,"2.4","0","0",NA,NA,"7.5","7.7","7.9",NA,NA,NA,NA,NA,NA,NA,NA,101,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0
"95","T05",1,"13-Apr-94",NA,NA,NA,"5.34","0.308",NA,NA,"4.444","10.708",NA,NA,NA,"1.937","0","0.002","6.44",NA,NA,"0","0.748","5.1","11.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,NA,NA,NA,NA,0,0.002,NA,NA
"96","T04",4,"13-Apr-94","101","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1","10","39.4",NA,"0.3","0","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0
"97","T03",1,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","13","9.4",NA,NA,NA,NA,NA,NA,"6.3","6.4","6.5",NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","T04",1,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"99","T04",2,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13-Apr-94","0.3","0","1",NA,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1994,102,1994,NA,NA,102,1994,NA,NA,NA,NA,0.3,0
"100","T04",3,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,0,0
"101","T02",1,"13-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","9","400",NA,"0.6","10","0",NA,NA,"4.4","4.5","4.4",NA,NA,NA,NA,NA,NA,NA,NA,102,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10
"102","T08",1,"14-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","14","15",NA,NA,NA,NA,NA,NA,"7.9","7.6","7.7",NA,NA,NA,NA,NA,NA,NA,NA,103,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","T02",1,"15-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10
"104","T06",1,"19-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","20","9.5",NA,"2.4","0","0",NA,NA,"7.9","7.8","7.8",NA,NA,NA,NA,NA,NA,NA,NA,108,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0
"105","T04",4,"20-Apr-94","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","11","28.6","20-Apr-94","0.6","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,0.6,5
"106","T03",1,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","16","6.5",NA,NA,NA,NA,NA,NA,"6.3","6.5","6.5",NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","T05",1,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2","11.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","T04",1,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"109","T04",2,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","60","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,60
"110","T04",3,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"111","T02",1,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","13","390",NA,"0.6","10","0",NA,NA,"4.3","4.3","4.4",NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10
"112","T02",2,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1994,NA,NA,109,1994,NA,NA,NA,NA,NA,NA,NA,NA
"113","T08",1,"21-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","7","8",NA,NA,NA,NA,NA,NA,"7.1","7.4","7.3",NA,NA,NA,NA,NA,NA,NA,NA,110,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","T02",1,"22-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","10","0","22-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,1994,NA,NA,111,1994,NA,NA,NA,NA,NA,NA,0.6,10
"115","T06",1,"26-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14","21","10",NA,"2.4","0","0",NA,NA,"7.7","8.1","8.1",NA,NA,NA,NA,NA,NA,NA,NA,115,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0
"116","T02",1,"26-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","70","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,70
"117","T05",1,"27-Apr-94",NA,NA,NA,"6.301","0.356",NA,NA,"8.45","10.953",NA,NA,NA,"3.025","0","0","6.36",NA,NA,"0","0.871","7.4","17.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"118","T03",1,"27-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","17","5.4",NA,NA,NA,NA,NA,NA,"6.5","6.7","6.6",NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","T04",4,"27-Apr-94","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","9","34.2",NA,"0.6","25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,25
"120","T04",1,"27-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"121","T04",2,"27-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"122","T04",3,"27-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","90","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,90
"123","T02",1,"27-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","11","400",NA,"0.6","70","0",NA,NA,"4.2","4.3","4.6",NA,NA,NA,NA,NA,NA,NA,NA,116,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,70
"124","T08",1,"28-Apr-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","21","1",NA,NA,NA,NA,NA,NA,"7.6","7.7","7.4",NA,NA,NA,NA,NA,NA,NA,NA,117,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","T06",1,"04-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13","22","7",NA,"2.4","0","0",NA,NA,"7.8","7.8","8.1",NA,NA,NA,NA,NA,NA,NA,NA,123,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,0
"126","T03",1,"04-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","18","3.3",NA,NA,NA,NA,NA,NA,"6.5","6.5","6.7",NA,NA,NA,NA,NA,NA,NA,NA,123,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","T05",1,"04-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","T02",1,"04-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","13","390",NA,"0.4","70","0",NA,NA,"4.3","4.2","4.3",NA,NA,NA,NA,NA,NA,NA,NA,123,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,70
"129","T08",1,"05-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,"7.4","7.5","7.3",NA,NA,NA,NA,NA,NA,NA,NA,124,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","T04",2,"05-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6","90","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,90
"131","T04",4,"05-May-94","101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","15","37",NA,"0.5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0
"132","T04",3,"05-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"133","T04",1,"05-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"134","T06",1,"10-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","7.5",NA,"0","0","0",NA,NA,"7.3","7.6","7.7",NA,NA,NA,NA,NA,NA,NA,NA,129,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"135","T02",1,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","13","370",NA,NA,NA,NA,NA,NA,"4.2","4.3","4.1",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","T03",1,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","15","0",NA,NA,NA,NA,NA,NA,"6.1","6.1","6",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","T04",1,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"3.8","3.8","3.8",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"138","T08",1,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"7.2","7.3","7.4",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","T04",4,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","18","21.7",NA,"0","0","0","11-May-94",NA,"3.7","3.9","4.1",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,0,0
"140","T05",1,"11-May-94",NA,NA,NA,"8.124","0.213",NA,NA,"10.835","13.273",NA,NA,NA,"3.575","0.119","0","6.76",NA,NA,"0","1.114","5.9","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0,NA,NA
"141","T04",2,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.2","100","0",NA,NA,"6.5","6","6.2",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,100
"142","T04",3,"11-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"3.7","3.9","4",NA,NA,NA,NA,NA,NA,NA,NA,130,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"143","T06",1,"16-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","15","8",NA,"0","0","0",NA,NA,"7.4","7.5","7.5",NA,NA,NA,NA,NA,NA,NA,NA,135,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"144","T08",1,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","T04",4,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","21","12.6",NA,"0","0","0",NA,NA,"4.4","4.5","4.5",NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"146","T05",1,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.7","22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","T04",2,"18-May-94","178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,"5.8","5.7","5.8",NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"148","T04",1,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"149","T04",3,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"150","T02",1,"18-May-94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","19","300",NA,NA,NA,NA,NA,NA,"4.4","4.2","4.3",NA,NA,NA,NA,NA,NA,NA,NA,137,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
